Description,Solvent 1,Solvent 2,Solvent 3,Solvent 1_Molarity,Solvent 2_Molarity,Solvent 3_Molarity,Salt 1,Salt 2,Salt 3,Salt 1_Molarity,Salt 2_Molarity,Salt 3_Molarity,FC,OC,FO,InOr,F,sF,aF,O,sO,aO,C,sC,aC,CE (%),LCE,Current (mA/cm2),Capacity (mAh/cm2),Cycle
1.2M LITFSI 1M AN IN FM,FM,,,16.365986954222247,,,LiTFSI,AN,,1.2,1.0,,1.1348358739785633,0.2311472125346799,4.909580615462969,1.5874991651923114,0.22018126989070175,0.15291037025502924,0.06727089963567251,0.04484726642378167,0.0,0.04484726642378167,0.19402036447682908,0.15291037025502924,0.041109994221799874,99.4,2.221848749616364,0.5,1.0,200.0
0.5M LITFSI 0.5M THF CH3F,MF,,,16.365986954222247,,,LiTFSI,THF,,0.5,0.5,,1.0,0.12909231044663802,7.746394781688899,1.206547696714621,0.2010380989070283,0.1698951316961787,0.03114296721084962,0.025952472675708015,0.0,0.025952472675708015,0.2010380989070283,0.1698951316961787,0.03114296721084962,99.4,2.221848749616364,1.0,1.0,200.0
1 M LIFSI DME-FDMH (1:6 MOLAR),DME,FDMH,,0.8215901867068065,4.098111530100418,,LiFSI,,,1.0,,,0.964338340360166,0.3836684974142764,2.5134676077376654,1.4311755594439877,0.252260823717337,0.23775677857204658,0.014504045145290415,0.10036366609251558,0.07135557580193476,0.02900809029058083,0.2615895408898928,0.2615895408898928,0.0,99.4,2.221848749616364,0.5,1.0,10.0
LIFSI-1.2DME-3BTFE,,,,,,,,,,,,,1.1904761904761905,0.5595238095238095,2.127659574468085,1.9285714285714284,0.2695417789757413,0.24258760107816715,0.02695417789757413,0.1266846361185984,0.07277628032345015,0.05390835579514826,0.22641509433962267,0.22641509433962267,0.0,99.4,2.221848749616364,0.5,1.0,10.0
1.8 M LIFSI/DME (1 : 1) WITH HFME AT 50% CONCENTRATION,DME,HFME,,4.8158011540168655,3.7897095654466364,,,,,1.8,,,0.7651567190866807,0.5990728657986603,1.2772348119399533,1.521105805717492,0.17339383858967836,0.1496937961147221,0.023700042474956245,0.13575721313633451,0.08835712818642202,0.04740008494991249,0.22661218841108477,0.22661218841108477,0.0,99.46,2.2676062401770256,0.5,1.0,500.0
1.8M LIFSI DEE-BTFE (1:4 W/W),DEE,BTFE,,3.1739490061821196,5.168353186392606,,LiFSI,,,1.8,,,1.0371872871364343,0.46576777710140194,2.2268334954193905,1.6647808970638878,0.24180132089638529,0.21665015767009863,0.025151163226286657,0.1085852720438111,0.05828294559123778,0.050302326452573314,0.2331317823649511,0.2331317823649511,0.0,99.5,2.301029995663981,0.5,1.0,10.0
1.2M LIFSI DMC-BTFE (1:2 MOL),DMC,BTFE,,2.87789167756822,5.842992193850629,,LiFSI,,,1.2,,,1.1703546220687335,0.6022896256088567,1.9431757950099475,1.8851244096635242,0.2791628377048557,0.2612763608977995,0.017886476807056215,0.14366319219380078,0.10789023857968835,0.03577295361411243,0.23852841902858807,0.23852841902858807,0.0,99.5,2.301029995663981,0.5,1.0,10.0
1M LIFSI DME-TFEO (1.2:3 MOL),DME,TFEO,,1.5742782163586062,3.9301910716085486,,LiFSI,,,1.0,,,1.088923686863239,0.5608715076946277,1.9414851207883335,1.7383604982889427,0.2677886149890842,0.2532686014452205,0.01452001354386372,0.1379297796937787,0.10888975260605127,0.02904002708772744,0.24592046092823816,0.24592046092823816,0.0,99.5,2.301029995663981,0.5,1.0,10.0
1.7 M LIFSI METHF-TTE (1:1 VOL),MTHF,TTE,,3.301203884833809,4.95762219900151,,LiFSI,,,1.7,,,0.7218854296257844,0.36467231373982745,1.9795454780282766,1.2100619786704825,0.19140193415569076,0.16957118507959812,0.021830749076092667,0.09668983929903767,0.05302834114685233,0.043661498152185334,0.26514170573426166,0.26514170573426166,0.0,99.5,2.301029995663981,1.0,1.0,40.0
LIFSI-1DME-3TTE,,,,,,,,,,,,,1.368421052631579,0.47368421052631576,2.888888888888889,2.0,0.325,0.3,0.025,0.1125,0.0625,0.05,0.2375,0.2375,0.0,99.5,2.301029995663981,0.5,1.0,10.0
LIFSI-1.2DME-3TFEO,,,,,,,,,,,,,1.124031007751938,0.5968992248062015,1.883116883116883,1.8372093023255813,0.27052238805970147,0.251865671641791,0.018656716417910446,0.14365671641791045,0.10634328358208955,0.03731343283582089,0.24067164179104478,0.24067164179104478,0.0,99.5,2.301029995663981,0.5,1.0,10.0
1.2 M LIFSI F4DEE,F4DEE,,,6.521510465972441,,,LiFSI,,,1.2,,,0.7280021505376344,0.4560043010752688,1.596480885862235,1.2760096774193548,0.18322152191621047,0.16778478083789555,0.015436741078314902,0.11476587257557758,0.08389239041894778,0.030873482156629804,0.25167717125684336,0.25167717125684336,0.0,99.5,2.301029995663981,0.5,1.0,10.0
1.2 M LIFSI F5DEE,F5DEE,,,6.19798973728211,,,LiFSI,,,1.2,,,0.8978703875968993,0.4624074418604651,1.9417299686708724,1.4570834108527133,0.22506672801861702,0.2088894001551417,0.016177327863475328,0.11591041578900733,0.08355576006205667,0.032354655726950655,0.25066728018617,0.25066728018617,0.0,99.5,2.301029995663981,0.5,1.0,10.0
